"Project","Text","SDG","Target"
"176164","finance manager fulltime basis provide guidance direction ensure fm arrangements implemented satisfaction gosl world bank","SDG 11","SDG 11.2"
"176164","financial covenants related project include audited annual project financial statements submitted world bank months financial iufrs submitted world bank days reporting quarter","SDG 16","SDG 16.1"
"176232","fm coordinator reports project coordinator leads accounting department composed fm specialist fm assistant financial department composed treasury staff","SDG 10","SDG 10.5"
"176232","fma identified risks achievement project development objective subproject schemes complexity close coordination required pmu organizations involved subprojects implementation","SDG 12","SDG 12.1"
"176232","fma identified risks achievement project page agroecological climate resilient systems uruguay development objective subproject schemes complexity close coordination required pmu organizations involved subprojects implementation","SDG 13","SDG 13.2"
"176232","focus improve welfare animals achieving level health incorporating policies aimed improving animal welfare reducing risks spreading bidirectional zoonosis framework tolerance respect","SDG 1","SDG 1.b"
"176232","focus improving welfare targeted species incorporating policies aimed improving welfare animals reducing risks disease spread animals animals humans","SDG 15","SDG 15.8"
"176232","disbursement methods loan advance reimbursement direct payment","SDG 15","SDG 15.8"
"176232","figure flow funds figure","SDG 13","SDG 13.a"
"176232","figures flow funds specific subcomponents page agroecological climate resilient systems uruguay figure","SDG 13","SDG 13.a"
"176232","key gaps ess identified lack explicit legal requirement contracts writing lack explicit legal requirement provide written notice termination employment","SDG 16","SDG 16.9"
"176232","specific mitigating measures implemented cope identified risks mgap enter subsidiary agreements conaprole inale implement subproject scheme subcomponent detail obligations project disbursement condition category specific flow funds disbursement arrangements internal control procedures subprojects schemes preparation pom including section fm arrangements reflected project effectiveness condition annual audit projects financial statements auditing standards terms reference tor acceptable bank continued close bank support supervision","SDG 13","SDG 13.a"
"176232","specific mitigating measures implemented cope identified risks mgap enter subsidiary agreements conaprole inale implement subproject scheme subcomponent detail obligations project reflected disbursement condition specific flow funds disbursement arrangements internal control procedures subproject scheme preparation pom including section fm arrangements reflected project effectiveness condition annual audit projects financial statements auditing standards terms reference tor acceptable bank continued close bank support supervision","SDG 13","SDG 13.a"
"176232","table inias preliminary thinking considered agroecological technology","SDG 17","SDG 17.8"
"176232","table projects component names activities comprised component allocated amount","SDG 15","SDG 15.8"
"176232","foundational previous projects ready consolidated institutional strengthening previous analytical green growth positions uruguay bring green marketing scale uruguay foster partnerships institutions academic partners county governments uruguays position global leader innovative climateresilient policies","SDG 10","SDG 10.5"
"176232","frequency reporting eligible expenditures paid da months","SDG 12","SDG 12.6"
"176232","ghg emission reductions included shadow prices economic analysis world banks guidance note shadow price carbon economic analysis september","SDG 2","SDG 2.c"
"176232","government uruguay gou shown strong leadership commitment addressing climate change issues driven desire support continued agriculture sector growth enhancing health productivity natural resources","SDG 2","SDG 2.a"
"176232","grs ensures complaints received promptly reviewed address projectrelated concerns","SDG 15","SDG 15.8"
"176232","ifr submitted bank fortyfive days reported period","SDG 12","SDG 12.6"
"176232","implementation agency cerc determined accordance cerc manual developed emergency","SDG 12","SDG 12.1"
"176232","implementation arrangements monitoring implementing entities addressed pom","SDG 10","SDG 10.5"
"176232","implementation arrangements implementing entities monitoring addressed pom","SDG 10","SDG 10.5"
"176232","implementation subprojects santa lucia basin subcomponent supported conaprole inale","SDG 15","SDG 15.8"
"176232","implementation plan advanced gender equality equitable development fight domestic violence recognition womens ethnic diversity","SDG 17","SDG 17.1"
"176232","implementation subproject scheme santa lucia basin supported conaprole inale","SDG 15","SDG 15.8"
"176232","institute formulates implements social inclusion policies promote equality opportunity women","SDG 10","SDG 10.2"
"176232","institute supervision mgap","SDG 13","SDG 13.3"
"176232","institutional capacities mgap strengthened design implement evaluate policies adaptation mitigation climate change sustainable natural resources agricultural sector","SDG 13","SDG 13.3"
"176232","institutional framework governs preparation national budget involves range entities including opp budget planning office departments ministry economy finance mef","SDG 1","SDG 1.b"
"176232","insured percent production","SDG 8","SDG 8.5"
"176232","intendenciass required provide proper documentation funds advanced","SDG 13","SDG 13.a"
"176232","internal audit function effective","SDG 6","SDG 6.a"
"176232","internal control environment project anchored uruguays legal institutional framework mgap operational processes procedures approval authorization controls properly documented","SDG 1","SDG 1.b"
"176232","investment targeting dairy producer se improve productivity improve water quality watershed serving water percent uruguayan","SDG 6","SDG 6.3"
"176232","investments component complement governmentown activities achieve framework climaterelated decisionmaking","SDG 17","SDG 17.5"
"176232","department mgap staffed adequate personnel detailed procedures ensure integrity data captured systems including daily backups data alternative secure location","SDG 16","SDG 16.10"
"176232","key task dgrn formulate national strategy sustainable management natural resources control compliance regulatory framework promote regulate integrated sustainable management natural resources soils water purposes agricultural depending watersheds establish develop maintain geographic information system natural resources generate information establish productive capacity coordination information relation natural resources environmental territory identify coordinate actions national departmental public bodies relation sustainable management natural resources enter agreements public private national foreign institutions execution tasks supervising fulfillment","SDG 11","SDG 11.2"
"176232","key tasks dgsa strengthen plant protection actions national international level develop implement actions improve quality safety foods plant origin animal feed regulate control agricultural inputs phytosanitary products fertilizers biological agents promoting training responsible care environment implement develop accreditation products processes scope dgsas tasks contribute development implementation application agricultural practices","SDG 2","SDG 2.4"
"176232","key variables evaluated pdo indicators intermediate indicators results framework","SDG 17","SDG 17.19"
"176232","labor assessment revised incorporate stakeholders feedback","SDG 15","SDG 15.8"
"176232","labor assessments consultation process involved relevant governmental authorities including ministry labor social security inspectorate labor social security mgap security social bank insurance bank ministry social development","SDG 1","SDG 1.3"
"176232","list eligible expenditures funds flow arrangements defined contingency emergency response manual cer manual adopted included pom","SDG 13","SDG 13.a"
"176232","main benefit investments subcomponent level individual farm improved water quality entire santa lucia watershed","SDG 17","SDG 17.5"
"176232","main benefits investments subcomponent level individual farms improved water quality entire santa lucia watershed supplies potable water montevideos population million people","SDG 10","SDG 10.7"
"176232","main objective support health aspects uruguays agroecological transition selective institutional strengthening policy development activities","SDG 13","SDG 13.3"
"176232","main objective financial analysis examine financial viability activities supported intervention","SDG 10","SDG 10.5"
"176232","main tool modifying budgeted allocations socalled rendicin de cuentas rdc fundamentally budget execution reports prepared yearly executive june publicly submitted congress approval","SDG 17","SDG 17.17"
"176232","mechanism triggering cerc detailed loan agreement include inter alia preparation cerc manual detailing applicable fiduciary environmental social monitoring reporting implementation arrangements implementation activities proposed financed","SDG 10","SDG 10.5"
"176232","minimum application size direct payment requests defined disbursement financial information letter dfil","SDG 17","SDG 17.8"
"176232","ministry critical traceability phytosanitary monitoring control climate resilience natural resource management animal welfare accessing differentiated agricultural markets","SDG 2","SDG 2.a"
"176232","ministry livestock agriculture fisheries mgap internal structure based directorates specialized units","SDG 2","SDG 2.a"
"176232","mission aforementioned ministry establish national environmental policy environmental management sustainable development conservation natural resources","SDG 11","SDG 11.6"
"176232","model management decision environmental objectives minimizing phosphorus export basin contemplating production objectives information communication development information systems planning intensive vegetal adaptation technologies icts management decision","SDG 11","SDG 11.6"
"176232","monitoring control budget execution carried standard management reports generated siif reviewed monthly pmu fm coordinator","SDG 10","SDG 10.5"
"176232","monitoring unit corresponds technical units mgap regularly collect data indicator progress","SDG 17","SDG 17.19"
"176232","mtr carried based review documents field information data collected representative sample questionnaire prepared specifically purposes","SDG 16","SDG 16.10"
"176232","mtr recommendations methodological adjustments implemented correct identified deviations planning emerging challenges component evaluation highlight challenges faced page agroecological climate resilient systems uruguay responses adopted pmu address preliminary recommendations design implementation management project","SDG 13","SDG 13.2"
"176232","municipalities selected capacity provide services subnational level scale foreseen approximately domestic animals identified registered national registry","SDG 17","SDG 17.1"
"176232","national meats institute instituto nacional de carnes inac pioneered certification program beef farms transportation companies slaughtering plants audited approved inaccertification animal welfare","SDG 2","SDG 2.5"
"176232","nature scale type characteristics activities supported project expected generate significant adverse environmental social risks potential impacts human populations environment","SDG 11","SDG 11.6"
"176232","ndcs build adaptation priorities set national policy national system response climate change snrcc","SDG 13","SDG 13.2"
"176232","negotiated final version escp disclosed october country october banks website","SDG 17","SDG 17.8"
"176232","cpf prepared focus climate change social inclusion institutional strengthening","SDG 13","SDG 13.2"
"176232","nrms support tracking information related natural resource management aggregate information generate natural resource managementspecific indicators","SDG 16","SDG 16.1"
"176232","people project trained project management beneficiaries capacitated management project management unit information systems months unit ministry information systems unit ministry builds component female beneficiaries capacitated ministry systems male beneficiaries capacitated ministry systems women receiving women receiving tablets tablets digital literacy pmu pmu data collection pmu months digital literacy technical assistance technical assistance project domestic dogs registered national traceability system development national plan agroecology continuous national agroecology plan execution implementation established arrangements established implementation page agroecological climate resilient systems uruguay arrangements producers supported subprojects agroecological transition women supported subprojects agroecological transition supported subprojects agroecological transition subprojects supporting effluent management technologies priority watersheds definition public public generated generated months agroecological transitions studies elaborated inia people trained agroecological transitions","SDG 9","SDG 9.a"
"176232","objective component contribute mgaps broader efforts transition agrifood sector based agroecological principles increasing competitiveness employing health approach contributing fundamental aspects climate change resilience mitigation sector subcomponents","SDG 13","SDG 13.2"
"176232","objective inia generate adapt knowledge technologies contributes sustainable development agricultural sector country policies social inclusion demands markets consumers","SDG 2","SDG 2.a"
"176608","operational costs reasonable incremental expenses directly incurred account implementation management monitoring project borrower costs include relevant bank agree project audits office supplies office rental vehicle rental office equipment maintenance repair communications translation interpretation travel project supervision publication fees ownership intellectual property rights miscellaneous expenses directly project agreed bank borrower","SDG 17","SDG 17.17"
"176608","pius typically led project directors supported technical experts construction engineering architecture experts covering financial management procurement environment social responsibilities","SDG 15","SDG 15.a"
"176608","training cost reasonable expenditures excluding costs consulting nonconsulting services incurred projectrelated capacity building activities including study tours training courses seminars workshops training activities costs include travel accommodation diem costs training workshop study tour participants trainers space equipment rental training related miscellaneous costs based annual plan budget agreed bank","SDG 16","SDG 16.1"
"176608","summary findings recommendations","SDG 15","SDG 15.8"
"176608","supervision firms encouraged include female experts staff receiving additional technical review","SDG 9","SDG 9.b"
"176608","support increased public awareness disaster climate risks included increased capacity engineering architecture relevant municipal professionals","SDG 13","SDG 13.3"
"176608","sustainability","SDG 12","SDG 12.8"
"176608","table agreed contracts estimated estimated contract market reference proc","SDG 10","SDG 10.5"
"176608","table procurement risks mitigation measures action identified risk mitigation measure responsible party time frame","SDG 13","SDG 13.a"
"176608","technical financial support ilbank play critical role increasing green investment initiatives municipalities sectors sustainable infrastructure investments serve dimensions sustainability social economic environmental","SDG 10","SDG 10.2"
"176608","technical assistance eur million analytical studies data collection activities component build analytical foundations capacity development investment green resilient growth assess threats disasters professionals disaster climate integration threats zonal investment plans resilient investment planning professionals trained knowledgeable innovative technologies strengthen existing build infrastructure disaster climate resilience reduced carbon emissions","SDG 13","SDG 13.b"
"176608","technical assistance support green resilient inclusive cities eur million","SDG 9","SDG 9.a"
"176608","technical design project program moderate","SDG 15","SDG 15.8"
"176608","technical feasibility financial feasibility guidelines outlined project operational manual","SDG 15","SDG 15.a"
"176608","technical sustainability","SDG 12","SDG 12.8"
"176608","technical economic financial analysis","SDG 15","SDG 15.a"
"176608","impact critical natural habitats cultural heritage vi","SDG 11","SDG 11.4"
"176608","trigger safety dams op","SDG 15","SDG 15.8"
"176608","accounting reporting systems ilbank geared producing statements information required turkish laws regulations","SDG 16","SDG 16.10"
"176608","additional conditions effectiveness consist borrower adopted project operations manual acceptable bank borrower properly staffed project management unit pmu positions terms reference staff qualifications acceptable bank including assignment inter alia environmental specialist social expert occupational health safety specialist pmu borrower properly adjusted existing grievance redress mechanism purposes project operationalized mechanism manner acceptable bank","SDG 11","SDG 11.6"
"176608","assessment concludes applicable procurement policies regulatory system designed broadly meet core procurement principles money economy efficiency effectiveness integrity transparency fairness accountability ilbank system accountability defined responsibilities delegation authority control procurement decisions identified target market procurements ilbankmunicipalities effectively manages contracts ensure delivery contract conditions","SDG 11","SDG 11.b"
"176608","assessment recorded procurement risk assessment management system bank","SDG 16","SDG 16.10"
"176608","bank leading partner thematic drm urban development trkiye","SDG 12","SDG 12.1"
"176608","bank continue macrofinancial analysis maintain policy dialogue economic agencies continue offer technical assistance requested authorities","SDG 11","SDG 11.b"
"176608","bank prior review approve substantial subprojects provide noobjection environmental social assessment documents","SDG 10","SDG 10.2"
"176608","banks guidelines preventing combating fraud corruption projects financed ibrd loans ida credits grants revised july anticorruption guidelines apply project","SDG 3","SDG 3.5"
"176608","beneficiary municipalitiesutilities technical procurement capacity operate regular services varying staff capacity depending size city","SDG 1","SDG 1.4"
"176608","borrower ensure environmental social instruments required contingent emergency response component prepared disclosed adopted accordance cerc manual escp form substance acceptable bank contingent emergency response component carried accordance environmental social instruments manner acceptable bank","SDG 10","SDG 10.2"
"176608","borrower ensure project carried accordance page trkiye earthquake floods wildfires emergency reconstruction project environmental social standards environmental social commitment plan manner acceptable bank","SDG 10","SDG 10.2"
"176608","borrower ensure structures arrangements referred cerc manual maintained implementation contingent emergency response component adequate staff resources satisfactory bank","SDG 17","SDG 17.8"
"176608","borrower furnish bank subproject proposal review approval occur prior commencement bidding process civil relevant subproject","SDG 17","SDG 17.17"
"176608","borrower maintain project implementation project operations manual pom substance manner acceptable bank","SDG 17","SDG 17.8"
"176608","borrower maintain completion project project management unit responsible coordinating supervising project implementation providing implementation support project municipalities project utilities respective project implementation units","SDG 11","SDG 11.c"
"176608","borrower obtain written agreement subloan agreement project municipality project utility sets terms conditions subloan acceptable bank rights adequate protect bank guarantor","SDG 14","SDG 14.2"
"176608","borrower prepare furnish bank december implementation project proposed annual plan budget afford bank reasonable opportunity exchange views proposed annual plan budget ensure project implemented due diligence accordance annual plan budget approved bank","SDG 6","SDG 6.1"
"176608","borrower banks systematic tracking exchanges procurement step online procurement tracking tool prepare update procurement plans conduct procurement transactions","SDG 11","SDG 11.3"
"176608","cerc aims bridge financing gap funding longerterm reconstruction team support ilbank develop standalone cerc manual articulate mechanism activating cerc ii development main instruments cerc iii coordination implementation arrangements iv procurement financial management fm disbursement aspects compliance esf policies vi monitoring evaluation","SDG 10","SDG 10.5"
"176608","component finance consulting services related daytoday project management monitoring evaluation reporting project communications","SDG 16","SDG 16.1"
"176608","component finance supervision consultancies civil","SDG 17","SDG 17.17"
"176608","construction sector severely hit current situation leverage exposure forex debt affect construction companies ability undertake specialized construction investment ii heightened supplyside constraints due spike imported intermediate prices result heightened pricing uncertainties lead disruptions procurement delays project iii currency depreciation heighten fx risks municipalities pressure stretched budget lead debt service","SDG 17","SDG 17.4"
"176608","contingent emergency component triggered official declaration emergency disaster accordance trkiyes laws policies","SDG 14","SDG 14.c"
"176608","contracts agreed bank financing included procurement plan listed table","SDG 4","SDG 4.3"
"176608","countrys intended nationally determined contributions indc period aim reducing energy consumption existing residential service buildings policy technical solutions","SDG 11","SDG 11.6"
"176608","covid health crisis quickly deep economic turmoil world trkiye experienced sharp contraction gdp percent yearon","SDG 3","SDG 3.c"
"176608","covid pandemic intensify demands stem skills women girls seize opportunities enter engineering stem fields","SDG 5","SDG 5.5"
"176608","cpf sets objective supporting trkiye achieving sustainable inclusive development focusing growth inclusion sustainability dimensions","SDG 12","SDG 12.1"
"176608","credit evaluation process ilbank includes technical economic financial assessment subject loans","SDG 15","SDG 15.a"
"176608","cumulative effects economic vulnerabilities head mid tightening global economic conditions combined challenges international relations","SDG 16","SDG 16.1"
"176608","delicate coordination engagement additional es management capacity ilbank subject municipalities utilities contribute substantial risk rating project","SDG 11","SDG 11.c"
"176608","designs bridge strengthening reconstruction increased river based identified anticipated indicative stream flow intense financing rainfall events events expected component activities climate warms","SDG 13","SDG 13.2"
"176608","development measures project effectiveness","SDG 17","SDG 17.19"
"176608","due diligence review detected strengthening project address credit review risk management policies specifically related timely enforcement loan contracts","SDG 16","SDG 16.1"
"P176297","taking consideration components economic rate return project percent","SDG 16","SDG 16.1"
"P176297","taking consideration components economic rate return project percent","SDG 16","SDG 16.1"
"P176297","talent shortage survey httpwwwmanpowergroupcomtalentshortageexplorer world bank","SDG 17","SDG 17.8"
"P176297","taliercio luis benveniste practice manager yira","SDG 14","SDG 14.4"
"P176297","targeted regions metropolitan lima","SDG 15","SDG 15.8"
"P176297","technical design project program moderate","SDG 15","SDG 15.8"
"P176297","technical economic financial analysis applicable","SDG 15","SDG 15.a"
"P176297","technologies developed technological readiness level trl","SDG 17","SDG 17.8"
"P176297","technology transfer policies public research institutes pri peru highly diverse pris technology transfer policies policies partially implemented institutes implemented technology transfer policies","SDG 13","SDG 13.3"
"P176297","ability collateralize assets limited codified registered knowledge patents ongoing efforts create liquid intellectual property ip markets","SDG 10","SDG 10.5"
"P176297","accredited laboratories peruvian firms including firms participate ivais evaluate conformity products national international standards","SDG 1","SDG 1.b"
"P176297","adoption alliance approach component experienced universities function anchor lead institutions includes experienced address challenges building capacities anchor university creating economies scale justify systemic recruitment logistic support services alliance deliver planned activities","SDG 13","SDG 13.3"
"P176297","alliances consist peruvian universities alliances including metropolitan lima encouraged public research institute ipi recognized international university private firms business associations social organization relevant program","SDG 17","SDG 17.17"
"P176297","analysis found lot overlap sectors overlapping beneficiaries interventions mechanisms private sectorfocused instruments specialization business types emphasis improving productivity diversification","SDG 17","SDG 17.17"
"P176297","analysis alternatives terms characteristics bidders based approach carry international competitive process request bids","SDG 6","SDG 6.a"
"P176297","appraisal stage esrs detailed description expected ehs social risks impacts","SDG 10","SDG 10.2"
"P176297","approach aligned feasibility study project approved government minor caveats adjustments introduced wb team paragraph","SDG 15","SDG 15.8"
"P176297","assessment concluded prociencia fondecyt increased experience procurement world bank guidelines past running current bank financed project phase","SDG 15","SDG 15.8"
"P176297","assessment concluded prociencia exfondecyt increased experience procurement world bank guidelines past running current bankfinanced project phase","SDG 15","SDG 15.8"
"P176297","assessment private social benefits related components","SDG 17","SDG 17.17"
"P176297","assumption underpinning projects theory change addressing shortcomings level innovation pull push factors improve national innovation systems sinacti ability contribute competitiveness productivity diversification economy address key development challenges including regional disparities female participation sti system green growth","SDG 9","SDG 9.5"
"P176297","audit conducted independent audit firm acceptable wb terms reference approved wb","SDG 15","SDG 15.8"
"P176297","bank borrower agreed single treasury account sta disbursement mechanism project advances designated account sta","SDG 17","SDG 17.8"
"P176297","bank disburse loan proceeds methods advance method sta flexible ceiling based quarterly forecast ii direct payment minimum application size direct payment requests iii reimbursement minimum application size reimbursement method","SDG 17","SDG 17.8"
"P176297","baseline assumptions parameters success rate doctoral students percent innovators profitability rate percent","SDG 16","SDG 16.1"
"P176297","beneficiaries responsible execution subprojects accordance procedures established subproject agreements respective moes","SDG 15","SDG 15.8"
"P176297","beneficiary feedback captured results framework chain focused industryacademia dialogues facilitated ivais indicator","SDG 17","SDG 17.19"
"P176297","borrower prociencia exercise rights carry obligations scholarship agreement student agreement manner protect bank borrower prociencia accomplish purposes loan bank agree assign amend abrogate terminate waive fail enforce scholarship agreement student agreement provision thereof","SDG 14","SDG 14.2"
"P176297","borrower prociencia carry project accordance pom","SDG 15","SDG 15.8"
"P176297","borrower prociencia ensure grant agreement includes inter alia provisions borrower prociencia obtain rights adequate protect bank provisions required included pursuant escp relation applicable subproject accordance esmf lmp including inter alia requirement prepare implement required esmps implementation subproject obtain environmental social health safety permits licenses authorizations institutional alliance subproject respect scholarship study doctoral program supported respective institutional alliance grant obligation eligible public university party grant agreement proceeds relevant institutional alliance grant paid prociencia satisfy enrollment fees tuition scholarship","SDG 14","SDG 14.2"
"P176297","borrower prociencia exercise rights carry obligations grant agreement manner protect borrower prociencia bank accomplish purposes project","SDG 14","SDG 14.2"
"P176297","borrower prociencia issue calls applications competitively select award scholarships eligible students accordance eligibility selection technical criteria procedures acceptable bank set pom including applicable specific operational manual applicable requirements esmf","SDG 4","SDG 4.3"
"P176297","borrower prociencia issue calls proposals competitively select proposals grantees grants eligible grantees implementation subprojects accordance eligibility selection technical criteria procedures acceptable bank set pom including applicable specific operational manuals applicable requirements esmf","SDG 4","SDG 4.3"
"P176297","citizen beneficiary engagement activities undertaken concytec prociencia","SDG 16","SDG 16.7"
"P176297","climate gender inclusion objectives project choice strategic apply grants","SDG 13","SDG 13.2"
"P176297","complementarities synergies development partners ensure identified challenges addressed gaps critical path success","SDG 12","SDG 12.1"
"P176297","component cover consultancies technical assistance reinforce climate mitigation adaptation measures implementation support rigorous monitoring evaluation climaterelated indicators","SDG 13","SDG 13.2"
"P176297","critical activity capacity building institutions concytec universities substantial time hold improve performance implementation key activities phd programs","SDG 13","SDG 13.3"
"P176297","current absorptive capacity academic ecosystem specialized research programs remains moderate support quality phd programs implemented gradually leverage consortia consultations scaled subsequent phases","SDG 14","SDG 14.2"
"P176297","current distribution doctoral programs aligned medicine including nursing percent programs education percent business administration percent environmental science percent law percent engineering percent economics ict exact sciences incl physics chemistry natural sciences incl","SDG 4","SDG 4.5"
"P176297","current efforts page strengthening perus national science technology innovation system build capacity universities concytecfondecyt highlight importance longerterm constancy gradual approach adapt absorption capacity recipient institutions","SDG 13","SDG 13.1"
"P176297","current stis operation eventually restructured assign implementation fondecyt prociencia ensuring concytec staff continue lead matters technical substance tors evaluation committees","SDG 14","SDG 14.4"
"P176297","design project greatly informed lessons learned ongoing innovation operations stis ongoing public expenditure review sinacti capacity building program industryacademia linkage initiatives ivais substantial support phd programs public universities","SDG 9","SDG 9.5"
"P176297","development robust science technology innovation system priority development agenda peru evidenced launch prociencia march","SDG 9","SDG 9.5"
"P176297","difference market social price services table adjustment factor","SDG 10","SDG 10.5"
"P176297","digital economy ict selected due transversal enabling nature digital technologies sectors economy pandemic","SDG 17","SDG 17.8"
"P176297","disbursement deadline date months closing date loan agreement","SDG 15","SDG 15.8"
"P176297","economic analysis minor adjustments wb summarized annex","SDG 15","SDG 15.8"
"P176297","economic flows table governments feasibility study project similar results","SDG 16","SDG 16.4"
"P176297","effects climate change characteristics pose challenges food security biodiversity peru","SDG 15","SDG 15.9"
"P176297","equality equation advancing participation women girls stem","SDG 5","SDG 5.1"
"P176404","dwdap adopt implement seash prevention response plan sitespecific esmp assess manage risks seash subproject level","SDG 14","SDG 14.2"
"P176404","dwdap lead monitoring evaluation arrangements project support spiu","SDG 10","SDG 10.5"
"P176404","dwdap submit ifr controller aid accounts audit caaa wb days calendar quarter internal audit project conducted firm chartered accountants engaged dwdap project implementation terms reference approved bank spiu prepare consolidated financial statements project submit office accountant tamil nadu months fy conducting financial audit","SDG 6","SDG 6.a"
"P176404","dwdap assistance tnega undertake development deployment sp delivery system including registry persons disabilities development andor customization existing program management information system mis linked registry dbt platforms","SDG 11","SDG 11.2"
"P176404","eprocurement portal wwwtntendersgov gotn","SDG 15","SDG 15.8"
"P176404","escp esmf rpf ippf sep lmp disclosed dwdap website april","SDG 15","SDG 15.8"
"P176404","esmf green building concepts existing buildings provision renewable energy sources reducing greenhouse gas emission life asset climate adaptive solutions focus water management training universal access ehs aspects integrated subprojectactivity design improved environment health safety management","SDG 13","SDG 13.1"
"P176404","esmf guidelines screening subproject sites rights inclusion accessibility opportunities persons disabilities tamil nadu environment social risks based screening results site specific environmental social management plan esmps prepared implementation project","SDG 10","SDG 10.2"
"P176404","esmf rpf ippf sep escp updated required implementation project","SDG 15","SDG 15.8"
"P176404","existing beneficiary data current programs counted share beneficiaries successful transferintegration social protection service delivery system","SDG 1","SDG 1.3"
"P176404","fiduciary risk substantial proposed implementing agencies dwdap tnega prior experience projects financed multilateral agencies","SDG 17","SDG 17.10"
"P176404","finance section dwdap headed accounts officer treasuries accounts department supported staff experience handling government accounting matters","SDG 16","SDG 16.8"
"P176404","fm arrangements project predicated existing systems adequate account report sources project funds meet banks fiduciary requirements","SDG 13","SDG 13.a"
"P176404","fm assessment carried accordance bank policy directive investment project financing","SDG 17","SDG 17.5"
"P176404","fm risk assessed substantial fm activities project carried spius dpius","SDG 15","SDG 15.8"
"P176404","focus inclusion persons disabilities households headed single women","SDG 11","SDG 11.2"
"P176404","focus testing models preparing youth disabilities focusing women equitable access skills training employment opportunities","SDG 8","SDG 8.5"
"P176404","activities supported component conduct market assessments jobs diagnostics understanding demand supply","SDG 10","SDG 10.5"
"P176404","format ifr agreed spiu attached disbursement financial information letter","SDG 17","SDG 17.8"
"P176404","gap cost services ability households pay filled public financing","SDG 17","SDG 17.17"
"P176404","gotn undertaken measures strengthening disability inclusion agenda","SDG 17","SDG 17.19"
"P176404","gotn understands challenges invest capacity dfwdap initiated detailed assessment institutional development exercise strengthen capacity department","SDG 13","SDG 13.3"
"P176404","gotn contribute percent counterpart share estimated million counterpart financing rights inclusion accessibility opportunities persons disabilities tamil nadu table","SDG 11","SDG 11.2"
"P176404","gotn provide funding ibrd share budget line beginning financial based budget estimates approved pic","SDG 13","SDG 13.a"
"P176404","grs ensures complaints received promptly reviewed address projectrelated concerns","SDG 15","SDG 15.8"
"P176404","implementation multisectoral disability framework action facilitate coordinated interventions ensure access health education skills developments employment opportunities youth accessible transport housing infrastructure","SDG 11","SDG 11.2"
"P176404","institutional capacity implementation sustainability risk substantial gotn strong commitment design project development objective","SDG 13","SDG 13.3"
"P176404","institutional capacity risk mitigated investing building institutional capacity district subdivision levels cope additional responsibilities enhancing coordination efforts setting spiu dpiu comprising experienced technical specialists carry daytoday project activities","SDG 13","SDG 13.3"
"P176404","institutional structures services subdivisional levels directly operated dwdap block community level helpage india home care elderly indiaa call action rights inclusion accessibility opportunities persons disabilities tamil nadu service delivery operated performancebased service contracts private sectorcivil society organizations communitybased organizationsorganization persons disabilities","SDG 17","SDG 17.17"
"P176404","investment sp delivery systems innovations mile service delivery enable gotn reach larger population efficient timely manner","SDG 17","SDG 17.5"
"P176404","isp aims implementation support project counterparts flexible efficient","SDG 7","SDG 7.3"
"P176581","advance modality imply disbursement funds achievements disbursement criteria","SDG 13","SDG 13.a"
"P176581","amendment fonvivienda trust agreement signed borrower minpre fonviviendas fiduciary agent manner acceptable bank","SDG 17","SDG 17.8"
"P176581","analysis npv million irr percent costbenefit ratio table details","SDG 3","SDG 3.1"
"P176581","analysis costbenefit approach assess projects impacts households comparing situation pnvff program","SDG 15","SDG 15.8"
"P176581","antimoney laundering counterterrorist financing law amlcft strained demand informal sector irregular income households","SDG 14","SDG 14.c"
"P176581","application public eligible households pass initial filters","SDG 17","SDG 17.17"
"P176581","average household income top percent income distribution grew average household bottom percent percent compared percent","SDG 15","SDG 15.8"
"P176581","average loan amount mortgage portfolio million","SDG 15","SDG 15.8"
"P176581","average mortgage rate hovered percent past maximum mortgage term","SDG 16","SDG 16.1"
"P176581","average npls ratio nonperforming loans total loans mortgage loans march percent","SDG 3","SDG 3.1"
"P176581","bank carry procurement support missions semiannual basis","SDG 17","SDG 17.8"
"P176581","bank carry post procurement reviews annual basis initial sampling rate commensurate risk rating project","SDG 16","SDG 16.1"
"P176581","benefits measured valuation housing unit ii imputed rent housing unit iii housing unit period","SDG 17","SDG 17.19"
"P176581","bono inicial familiar flat upfront subsidy provided beneficiary household varies based type housing access income table","SDG 12","SDG 12.c"
"P176581","bono tasa flat rate subsidy covers share monthly mortgage payments beneficiary households","SDG 12","SDG 12.c"
"P176581","budget confirmed fy","SDG 15","SDG 15.8"
"P176581","cascading impacts access affordable safe resilient secure housing improve living conditions ii improve access basic services health outcomes iii lead wealth creation homeownership incentives investments home improvements iv stimulate feelings selfworth selfconfidence beneficiaries","SDG 11","SDG 11.2"
"P176581","central bank dominican republic banco central de la repblica dominicana bcrd occasions provided liquidity commercial banks reducing legal reserve requirements temporary measure incentivizing mortgage lending","SDG 16","SDG 16.9"
"P176581","combination growth rates low levels volatility dr exceptional lac region","SDG 16","SDG 16.1"
"P176581","combination factors played detrimental role providing credit lower segments population","SDG 10","SDG 10.7"
"P176581","cost expensive formal housing unit sold market approximately","SDG 10","SDG 10.5"
"P176581","costs measured upfront subsidy amortization fee mortgage mortgage payment subsidy initial amount household replacement cost asset itbis subsidy property tax","SDG 12","SDG 12.c"
"P176581","country receives substantial inflow remittances considerable share households income earn","SDG 16","SDG 16.10"
"P176581","countrys gross domestic product gdp grew average rate percent fastest growth rates latin america caribbean lac region yielded broadbased gains employment poverty reduction","SDG 8","SDG 8.5"
