Project,Text,Target
100000,The activity is classified under NACE code M72 and M72,Climate adaptation
100000,The activity is classified under NACE codes D35,Climate adaptation
100000,The activity is classified under NACE codes D35,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular E36",Climate adaptation
100000,"It implies no material changes to the volume of flow collected, treated or supplied",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular E37",Climate adaptation
100000,It implies no material change related to the load or volume of flow collected or treated in the waste water system,Climate adaptation
100000,The economic activities in this category could be associated with NACE code E38,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular E37",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular E38",Climate adaptation
100000,"(450)The economic activities in this category could be associated with several NACE codes, in particular E38",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular E38",Climate adaptation
100000,The economic activities in this category could be associated with NACE code E38,Climate adaptation
100000,5 % of the mass of CO2 transported;the CO2 is delivered to a permanent CO2 storage site that meets the criteria for underground geological storage of CO2 set out in section 5,Climate adaptation
100000,The economic activities in this category could be associated with NACE code E39,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H49",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H49",Climate adaptation
100000,"For motor vehicles, it includes operation of vehicles designated as category M2 or M3, in accordance with Article 4(1) of Regulation (EU) 2018/858, for the provision of passenger transport",Climate adaptation
100000,This includes the provision of freight transport services by (cargo) bicycles,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H49",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H49",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H50",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H50",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H50",Climate adaptation
100000,"Purchase, financing, renting and operation of vessels required for port operations and auxiliary activities, such as tugboats, mooring vessels, pilot vessels, salvage vessels and ice-breakers",Climate adaptation
100000,"The economic activities in this category include operation of ferries, water taxies and excursions, cruise or sightseeing boats",Climate adaptation
100000,The economic activities in this category could be associated with NACE codes H50,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F41",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F41 and F43 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate adaptation
100000,"The economic activities in this category consist in one of the following individual measures, provided that they comply with minimum requirements set for individual components and systems in the applicable national measures implementing Directive 2010/31/EU and, where applicable, are rated in the highest two populated classes of energy efficiency in accordance with Regulation (EU) 2017/1369 and delegated acts adopted under that Regulation addition of insulation to existing envelope components, such as external walls (including green walls), roofs (including green roofs), lofts, basements and ground floors (including measures to ensure air-tightness, measures to reduce the effects of thermal bridges and scaffolding) and products for the application of the insulation to the building envelope (including mechanical fixings and adhesive);replacement of existing windows with new energy efficient windows; replacement of existing external doors with new energy efficient doors; installation and replacement of energy efficient light sources;installation, replacement, maintenance and repair of heating, ventilation and air-conditioning (HVAC) and water heating systems, including equipment related to district heating services, with highly efficient technologies;installation of low water and energy using kitchen and sanitary water fittings which comply with technical specifications set out in Appendix A to Annex I to this Regulation and in case of shower solutions, mixer showers, shower outlets and taps have a max water flow of 6 L/min or less attested by an existing label in the Union market",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42, F43, M71, C16, C17, C22, C23, C25, C27 or C28, in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42, F43, M71, and C16, C17, C22, C23, C25, C27, C28, in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42, F43, M71, C16, C17, C22, C23, C25, C27 or C28, in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate adaptation
100000,The economic activities in this category could be associated with NACE code L68 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,The economic activities in this category could be associated with NACE code J63,Climate adaptation
100000,The economic activities in this category could be associated with NACE code M72 or for research that is an integral part of those economic activities for which technical screening criteria are specified in this Annex the NACE codes set out in other Sections of this Annex in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category could be classified under several NACE codes, in particular F42",Climate adaptation
100000,The economic activities in this category exclude dredging of waterways,Climate adaptation
100000,"The economic activities in this category could be classified under several NACE codes, in particular F41",Climate adaptation
100000,The economic activities in this category could be associated with NACE code J62 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The broadcasting can be performed using different technologies, over-the-air, via satellite, via a cable network or via Internet",Climate adaptation
100000,The economic activities in this category could be associated with NACE code M71,Climate adaptation
100000,The economic activities in this category could be associated with NACE code K65,Climate adaptation
100000,The coverage is set out in an agreement between insurer and reinsurer specifying the insurers’ products (“underlying product”) from which the ceded risks originate,Climate adaptation
100000,"The instructions may be oral or written and may be provided by radio, television, internet or via correspondence",Climate adaptation
100000,Facilities are a significant part of the production process and the care provided is a mix of health and social services with the health services being largely some level of nursing services,Climate adaptation
100000,"This includes the production and promotion of, and participation in, live performances, events or exhibits intended for public viewing and the provision of artistic, creative or technical skills for the production of artistic products and live performances",Climate adaptation
100000,"These activities also include the preservation and exhibition of objects, sites and natural wonders of historical, cultural or educational interest, including world heritage sites",Climate adaptation
100000,Buying and selling of motion picture or other film productions distribution rights is also included,Climate adaptation
100000,Afforestation may cover past afforestation as long as it takes place in the period between the planting of the trees and the time when the land use is recognised as a forest,Climate mitigation
100000,"The economic activities in this category also include forest activities in line with the FAO definition of “reforestation”(25) and “naturally regenerating forest”(26) after an extreme event, where extreme event is defined by national law, and where national law does not contain such a definition, is in line with the IPCC definition of extreme weather event(27); or after a wildfire, where wildfire is defined by national law, and where national law does not contain such a definition, as defined in the European Glossary for wildfires and forest fires(28)",Climate mitigation
100000,"Forest management assumes no change in land use and occurs on land matching the definition of forest as set out in national law, or where not available, in accordance with the FAO definition of forest(39)",Climate mitigation
100000,The economic activities in this category could be associated with NACE code A2 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"The economic activities in this category have no dedicated NACE code as referred to in the statistical classification of economic activities established by Regulation (EC) No 1893/2006, but relate to class 6 of the statistical classification of environmental protection activities (CEPA) established by Regulation (EU) No 691/2011 of the European Parliament and of the Council(68)",Climate mitigation
100000,Recycling of end-of-life batteries,Climate mitigation
100000,51 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,11 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,13 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,13 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,13 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,vinyl chloride;styrene;ethylene oxide;monoethylene glycol;adipic acid,Climate mitigation
100000,15 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,15 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,16 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate mitigation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate mitigation
100000,The economic activities in this category could be associated with NACE code D35,Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate mitigation
100000,"Where an economic activity is an integral element of the ‘Installation, maintenance and repair of renewable energy technologies’ as referred to in Section 7",Climate mitigation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate mitigation
100000,21 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate mitigation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate mitigation
100000,"20 of this Annex)The economic activities in this category could be associated with several NACE codes, in particular D35",Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate mitigation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate mitigation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,The economic activities in this category could be associated with NACE code D35,Climate mitigation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,1 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,7 of this Annex and biogas and bio-liquid fuels as referred to in Section 4,Climate mitigation
100000,"19 of this Annex, and biogas and bio-liquid fuels referred to in Section 4",Climate mitigation
100000,23 of this Annex and biogas and bio-liquid fuels referred to in Section 4,Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular E36",Climate mitigation
100000,The economic activities in this category could be associated with NACE codes E37,Climate mitigation
100000,11 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,21 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42",Climate mitigation
100000,00 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"The economic activities in this category may include operation of different modes of land transport, such as by motor bus, tram, streetcar, trolley bus, underground and elevated railways",Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular N77",Climate mitigation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,4 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H50",Climate mitigation
100000,"The activity could be associated with several NACE codes, in particular H50",Climate mitigation
100000,11 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,Afforestation may cover past afforestation as long as it takes place in the period between the planting of the trees and the time when the land use is recognised as a forest,Climate adaptation
100000,"The economic activities also include forest activities in line with the FAO definition of “reforestation”(19) and “naturally regenerating forest”(20) after an extreme event, where extreme event is defined by national law, and where national law does not contain such a definition, is in line with the IPCC definition of extreme weather event(21); or after a wildfire, where wildfire is defined by national law, and where national law does not contain such a definition, as defined in the European Glossary for wildfires and forest fires(22)",Climate adaptation
100000,"Forest management assumes no change in land use and occurs on land matching the definition of forest as set out in national law, or where not available, in accordance with the FAO definition of forest(36)",Climate adaptation
100000,The economic activities in this category could be associated with NACE code A2 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category have no dedicated NACE code as referred to in the statistical classification of economic activities established by Regulation (EC) No 1893/2006, but relate to class 6 of the statistical classification of environmental protection activities (CEPA) established by Regulation (EU) No 691/2011",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular C25, C27, C28, in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate adaptation
100000,"both with the requirements of Regulation (EC) No 595/2009 and, from the time of the entry into force of amendments to that Regulation, in those amending acts, even before they become applicable, and with the latest step of the Euro VI standard set out in Table 1 of Appendix 9 to Annex I to Regulation (EU) No 582/2011 where the provisions governing that step have entered into force but have not yet become applicable for this type of vehicle(91)",Climate adaptation
100000,The economic activities in this category could be associated with NACE C27,Climate adaptation
100000,"15 of this Annex;products for smart monitoring and regulating of heating system, and sensoring equipment",Climate adaptation
100000,"5 of this Annex and where those technologies demonstrate substantial life-cycle GHG emission savings compared to the best performing alternative technology, product or solution available on the market, calculated using Commission Recommendation 2013/179/EU or ISO 14067 2018(115) or ISO 14064-1 2018(116) and where the quantified life-cycle GHG emission savings are verified by an independent third party",Climate adaptation
100000,51 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,11 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,13 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,13 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,13 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,vinyl chloride;styrene;ethylene oxide;monoethylene glycol;adipic acid,Climate adaptation
100000,15 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,15 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,16 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate adaptation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate adaptation
100000,The economic activities in this category could be associated with NACE code D35,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate adaptation
100000,"Where an economic activity is an integral element of the ‘Installation, maintenance and repair of renewable energy technologies’ as referred to in Section 7",Climate adaptation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate adaptation
100000,21 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate adaptation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate adaptation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate adaptation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,The economic activities in this category could be associated with NACE code D35,Climate adaptation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,1 in accordance with the statistical classification of economic activities established by Regulation (EC) No,Climate adaptation
100000,This activity does not include electricity generation from the exclusive use of renewable non-fossil gaseous and liquid fuels referred to in Section 4,Climate adaptation
100000,This activity does not include high-efficiency co-generation of heat/cool and power from the exclusive use of renewable non-fossil gaseous and liquid fuels referred to in Section 4,Climate adaptation
100000,This activity does not include production of heat/cool from in an efficient district heating from the exclusive use of renewable non-fossil gaseous and liquid fuels referred to in Section 4,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular E36",Climate adaptation
100000,The economic activities in this category could be associated with NACE code E37,Climate adaptation
100000,11 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,21 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"12 of this Annex; or to other transport modalities, which lead to permanent CO2 storage site that meet those criteria;appropriate leak detection systems are applied and a monitoring plan is in place, with the report verified by an independent third party;the activity may include the installation of assets that increase the flexibility and improve the management of an existing network",Climate adaptation
100000,00 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category may include operation of different modes of land transport, such as by motor bus, tram, streetcar, trolley bus, underground and elevated railways",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular N77",Climate adaptation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,4 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H50",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular H50",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular F42",Climate adaptation
100000,"This also includes the production of programs that are typically narrowcast in nature (limited format, such as news, sports, education, and youth-oriented programming) on a subscription or fee basis, to a third party, for subsequent broadcasting to the public",Climate adaptation
100000,12 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/20061,Climate adaptation
100000,12 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,A reinsurance intermediary(673) may be involved in the preparation or conclusion of the contractual agreement between the insurer and the reinsurer,Climate adaptation
100000,"It includes education by the different institutions in the regular school system at its different levels as well as adult education and literacy programmes, including military schools, academies and prison schools at their respective levels",Climate adaptation
100000,The economic activities in this category could be associated with NACE code Q87 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"These activities exclude the operation of museums of all kinds, botanical and zoological gardens, the preservation of historical sites and nature reserves activities, gambling and betting activities as well as sports and amusement and recreation activities",Climate adaptation
100000,These activities exclude sports and amusement and recreation activities such as the operation of bathing beaches and recreation parks,Climate adaptation
100000,"These activities also include the sound recording activities, including the production of original sound master recordings, releasing, promoting and distributing them, publishing of music as well as sound recording service activities in a studio or elsewhere",Climate adaptation
100000,The economic activities in this category could be associated with NACE code A2 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"The economic activities in this category imply no change of land use and occurs on degraded land matching the forest definition as set out in national law, or where not available, in accordance with the FAO definition of forest(29)",Climate mitigation
100000,The economic activities in this category could be associated with NACE code A2 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,The economic activities in this category are limited to NACE II 02,Climate mitigation
100000,The economic activities in this category could be associated with NACE code C27,Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular C22, C25, C26, C27 and C28 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate mitigation
100000,53 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,The economic activities in this category could be associated with NACE code C20,Climate mitigation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate mitigation
100000,11 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate mitigation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,The economic activities in this category could be associated with NACE code D35,Climate mitigation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,An economic activity in this category is an activity as referred to in Article 10(2) of Regulation (EU) 2020/852 where it complies with all the technical screening criteria set out in this Section,Climate mitigation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,00 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,39 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,39 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,This also includes town-to-airport or town-to-station lines and operation of funicular railways and aerial cableways where part of urban or suburban transit systems,Climate mitigation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate mitigation
100000,"2, including also activities under F43, in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate mitigation
100000,"distributed ledger technologies), Internet of Things (IoT), 5G and Artificial Intelligence",Climate mitigation
100000,The economic activities in this category could be associated with NACE code A2 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category imply no change of land use and occurs on degraded land matching the forest definition as set out in national law, or where not available, is in accordance with the FAO definition of forest(23)",Climate adaptation
100000,The economic activities in this category could be associated with NACE code A2 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,The economic activities in this category are limited to NACE II 02,Climate adaptation
100000,"Where such standard is not available, the direct CO2 emissions of the vehicles are zero;personal mobility devices with a propulsion that comes from the physical activity of the user, from a zero-emissions motor, or a mix of zero-emissions motor and physical activity;vehicles of category M1 and N1 classified as light-duty vehicles(92) with until 31 December 2025  specific emissions of CO2, as defined in Article 3(1), point (h), of Regulation (EU) 2019/631, lower than 50gCO2/km (low- and zero-emission light-duty vehicles);from 1 January 2026  specific emissions of CO2, as defined in Article 3(1), point (h), of Regulation (EU) 2019/631, are zero;vehicles of category L(93) with tailpipe CO2 emissions equal to 0g CO2e/km calculated in accordance with the emission test laid down in Regulation (EU) 168/2013;vehicles of category N2 and N3, and N1classified as heavy-duty vehicles, not dedicated to transporting fossil fuels with a technically permissible maximum laden mass not exceeding 7,5 tonnes that are ‘zero-emission heavy-duty vehicles’ as defined in Regulation (EU) 2019/1242;vehicles of category N2 and N3 not dedicated to transporting fossil fuels with a technically permissible maximum laden mass exceeding 7,5 tonnes that are zero-emission heavy-duty vehicles’, as defined in Article 3, point (11), of Regulation (EU) 2019/1242 or ‘low-emission heavy-duty vehicles’ as defined in Article 3, point (12) of that Regulation;inland passenger water transport vessels that have zero direct (tailpipe) CO2 emissions;until 31 December 2025, are hybrid or dual fuel vessels using at least 50 % of their energy from zero direct (tailpipe) CO2 emission fuels or plug-in power for their normal operation;inland freight water transport vessels, not dedicated to transporting fossil fuels, that have zero direct (tailpipe) CO2 emission;until 31 December 2025, have direct (tailpipe) emissions of CO2 per tonne kilometre (gCO2/tkm), calculated (or estimated in case of new vessels) using the Energy Efficiency Operational Indicator(94), 50 % lower than the average reference value for emissions of CO2 defined for heavy duty vehicles (vehicle subgroup 5- LH) in accordance with Article 11 of Regulation (EU) 2019/1242;sea and coastal freight water transport vessels, vessels for port operations and auxiliary activities, that are not dedicated to transporting fossil fuels, that have zero direct (tailpipe) CO2 emissions;until 31 December 2025, are hybrid and dual fuel vessels that derive at least 25 % of their energy from zero direct (tailpipe) CO2 emission fuels or plug-in power for their normal operation at sea and in ports;until 31 December 2025, and only where it can be proven that the vessels are used exclusively for operating coastal and short sea services designed to enable modal shift of freight currently transported by land to sea, the vessels that have direct (tailpipe) CO2 emissions, calculated using the International Maritime Organization (IMO) Energy Efficiency Design Index (EEDI)(95), 50 % lower than the average reference CO2 emissions value defined for heavy duty vehicles (vehicle subgroup 5-LH) in accordance with Article 11 of Regulation (EU) 2019/1242;until 31 December 2025, the vessels have an attained Energy Efficiency Design Index (EEDI) value 10 % below the EEDI requirements applicable on 1 April 2022(96) if the vessels are able to run on zero direct (tailpipe) CO2 emission fuels or on fuels from renewable sources(97);sea and coastal passenger water transport vessels, not dedicated to transporting fossil fuels, that have zero direct (tailpipe) CO2 emissions;until 31 December 2025, hybrid and dual fuel vessels derive at least 25 % of their energy from zero direct (tailpipe) CO2 emission fuels or plug-in power for their normal operation at sea and in ports;until 31 December 2025, the vessels have an attained Energy Efficiency Design Index (EEDI) value 10 % below the EEDI requirements applicable on 1 April 2022 if the vessels are able to run on zero direct (tailpipe) CO2 emission fuels or on fuels from renewable sources(98)",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular C16",Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular C22, C25, C26, C27 and C28, in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate adaptation
100000,53 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,The economic activities in this category could be associated with NACE code C20,Climate adaptation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate adaptation
100000,11 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"6 of this Annex, the technical screening criteria specified in Section 7",Climate adaptation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The economic activities in this category could be associated with several NACE codes, in particular D35",Climate adaptation
100000,The economic activities in this category could be associated with NACE code D35,Climate adaptation
100000,30 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,22 in accordance with the statistical classification of economic activities established by Regulation (EC) No,Climate adaptation
100000,2 in accordance with the statistical classification of economic activities established by Regulation (EC) No,Climate adaptation
100000,7 of Annex I and biogas and bio-liquid fuels referred to in Section 4,Climate adaptation
100000,19 of Annex I and biogas and bio-liquid fuels referred to in Section 4,Climate adaptation
100000,23 of Annex I and biogas and bio-liquid fuels referred to in Section 4,Climate adaptation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,00 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,00 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,"The activity could be associated with several NACE codes, in particular F42",Climate adaptation
100000,39 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,39 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,This also includes town-to-airport or town-to-station lines and operation of funicular railways and aerial cableways where part of urban or suburban transit systems,Climate adaptation
100000,"2, including also activities under F43, in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006",Climate adaptation
100000,1 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,99 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,The economic activities in this category could be associated with NACE code J60 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,The economic activities in this category could be associated with NACE code K65,Climate adaptation
100000,The economic activities in this category could be associated with NACE code P85 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
100000,The economic activities in this category could be associated with NACE code R90 in accordance with the statistical classification of economic activities established by Regulation (EC) No 1893/2006,Climate adaptation
